PackageName,Dataset,Title,Rows,Columns,Description,TimeStamp,RawData,ZippedData
StationInfo,location,Data [location] of [StationInfo],40,8,,2024-05-16,data/raw/StationInfo/location.csv,data/StationInfo/location.gz
